user,location,text
martorelloffice,"Miami, FL","¿Tiene una empresa en los #EstadosUnidos ?

Conozca los detalles de la ayuda federal de la SBA que están otorgando… https://t.co/bRa1515Fdu"
BadyrBojalil,"Puebla, México","Este 15 de abril, da inicio el programa especial del @Infonavit para apoyar a los trabajadores que resulten afectad… https://t.co/ntPNC25lV3"
hugochinchilla,Quédate en casa,Hay muchas plataformas que tienen acceso gratuito durante esta crisis por el #Covid19. ¿En qué estás aprovechando tu tiempo?
jctigua,,Luego que viene ... #mascarillas en las #obras de #arte 🖼😷?   #coronavirus #coronavirusec #CoronavirusEcuador… https://t.co/M5XZaYV4o3
ContraReplicaMX,Mexico,"Debido a la pandemia por #Covid19 que mantiene a la gente al interior de sus hogares, la tumba del ídolo de México… https://t.co/kxJ2shGoCd"
BernardoValdes,,Ahora es cuando. No mas #COVID19 adiós #pandemia #Fase3 https://t.co/GG96bCnZih
Callejontertuli,"Caracas, Venezuela",¿Conoces a alguien con #COVID19 positivo?
andresjim91,"País Vasco, España",@A3Noticias Si tenemos suerte impacta y el problema principal de la humanidad deja de ser el #COVID19
Andriduck,,"Me entró la teoría de conspiración.  No será que en vez de hacer un hospital en 6 días en China, no estaban haciend… https://t.co/L26pkxeUPT"
LaGazzettaDF,Ciudad de México,Recorte de fondos de EE.UU. a la OMS podría calificarse como crimen #Covid19 https://t.co/lQ59hJj2Fy https://t.co/tZhGOhllQJ
cubacooperaveNE,Nueva Esparta,"Brigada Médica Cubana en Nueva Esparta: todos juntos para combatir el Coronavirus, pesquisa para la prevención y co… https://t.co/WBMb2RYdHn"
Cicpc444,Avenida Urdaneta.,"|
Con la conciencia de nuestro pueblo y la acción efectiva de la Unión Cívico, Militar y Policial, se logrará corta… https://t.co/LuWegf2rSJ"
Anittahdez,San Sebastian,Gracias a Dios aún hay esperanza en la humanidad ! Mi prima es sanitaria en el 12 de Octubre y una vecina le ha dej… https://t.co/No5QChBSsK
ChalecosAmarill,,"🗞🆘️🆘️🆘️ #COVID19 INTERNACIONAL ☣

🛑En medio de la pandemia, #EEUU 🇺🇸 ha autorizado deportaciones exprés de cientos… https://t.co/dFkrvGB3Ij"
armandosparty,Mexico,@GeneralMotorsMx Gracias 👏🏼👏🏼👏🏼 #TodosUnidos #TodosEnCasa #COVID19 #VamosMexico
NOTICIEROS7,"San Luis Potosí, MX","#Nacional El SAT permitirá generar o actualizar la contraseña en tu celular

#Covid19 
@SATMX

https://t.co/xQOgyYUTmN"
lachicadelmarr_,,"Una noche más de abril recorriendo tus infinitos caminos que no van a ningun sitio...
 https://t.co/OMaCDEs6Y4
.
.… https://t.co/D16NX5tOz4"
jmonvac,Extremadura,"@cdelamor_ @rtve 

PE RIO DIS MO  en el especial.

Sin manipular, nombrando ausencias, carencias, recuerdos, pero s… https://t.co/ZryPh21oRn"
euribem,Santander,"Ahora que este gobierno sochavista ha perdido los apoyos de los indepes y  nacionalistas, Sánchez se acuerda del PP… https://t.co/1Tj20AoiCV"
TeiPrograma,,"📝Píldoras psicoeducativas para el confinamiento -
Posibles problemas del sueño durante el confinamiento y pautas de… https://t.co/B9vaKaipgU"
sorehmur,,"Volver a trabajar tras #COVID19.
Quizá la media sean 14 días para no contagiar.
Quizá con un test negativo disminuy… https://t.co/U5hz3qhO9G"
H2deMayo,"Lima, Peru","Con gran alegría en nuestros ❤️ dimos el alta médica a Don Valerio, paciente con #covid19 que se encontraba hospita… https://t.co/A5RWqRC4Bl"
DialogosoaxacaO,"Oaxaca de Juárez, Oaxaca",Personal del H. C. de @Bomberos_GobOax realizó la limpieza y sanitización del Hospital Civil; acciones que reafirma… https://t.co/h2ynLcIN3x
JucilBadajoz,,"@jucilnacional Mismo trabajo diferentes derechos y retribuciones.
Donde está la igualdad ?
#JucilSuma💚🇪🇸
#COVID19… https://t.co/w5fw1Ei6gU"
cansaina,"Gijón, España","d esta patochada de telediario d @La1_tve d hoy,solo se salvan las palabras del pintor Antonio López,tristemente má… https://t.co/AGw87fvcX4"
airdmedia,República Dominicana,Representados por nuestro presidente @Celsojm participamos en un encuentro presidido porJose Ramón Peralta @maprerd… https://t.co/HErLDafhcg
Ejercito_GT,,#Retalhulehu | #EjércitoGT a través de Cuarta Brigada de Infantería apoya al @MinSaludGuate y #PMT en la implementa… https://t.co/XsydBbr9qP
mislenireina,"Sancti Spíritus, Cuba",Se han visitado más de 60 000 viviendas de todas las comunidades de #SanctiSpíritus. Elemento vital para la prevenc… https://t.co/whkNY8lvN9
DePenitencia,"Sevilla, España","( #NoticiasEDP)
Hermandad Filial de Sevilla de Nuestra Señora del Mar Suspende la Salida procesional de Nuestra Señ… https://t.co/EyWqdtfkLT"
Diango90310904,Cuba,Esta es la mejor vacuna contra la #Covid19 tu cumples con estas reglas y estas a salvo porque recuerda… https://t.co/k5tv0wIWkk
Grushenkakarama,España,"Dice la Constitución Española Art.1  Apart.3 “La forma política del Estado español es la monarquía parlamentaria"",… https://t.co/Ys9m94qBp8"
NancyMastro,Venezuela,"#15Abril #COVID19
#Criptomonedas
Estas extensiones de Google Chrome roban las claves de las wallets de criptomoneda… https://t.co/Hn31lDN8tM"
TungurahuaCJ,Ambato - Ecuador,"🗣️Gracias al aporte de nuestros equipos técnicos, @TungurahuaCJ brinda el soporte psicológico y de trabajo social a… https://t.co/FvY2tevkoA"
Quadratin_Jal,"Guadalajara, Jalisco, México","#Testimonio | Operativo 'Salvando Vidas' arriesga a conductores al contagio de #Covid19, señalan. Las ""toritas"" no… https://t.co/5CSNIXzdLZ"
salomondlaselva,Lagos y Volcanes,"@camilocnn @cfparratepedino Camilo la @opsoms a faltado mucho a su mayor donante que son ustedes, el pueblo de… https://t.co/jQ7fBp9R2O"
mestrate,,MENA after #Covid19 @EGIC_ @NATOFoundation —-&gt; 21 April 2020 https://t.co/xWT8VYCzCk
galiciapress,"Santiago de Compostela, España",(VÍDEO) Superar el coronavirus con patologías y en la tercera edad es posible: una centenaria de Santiago es el eje… https://t.co/aPbu1f2gFI
Despuesdecuare1,Where ever you are¡,"MÚSICA/MUSIC:
Trap Nation acaba de lanzar su nuevo mix 2020:
https://t.co/b1eRX0MsUf
#music #COVID19… https://t.co/eprqMTf5cM"
oficial_bot,,"Se desploma la la figura presidencial ante el pueblo, malas decisiones, actitudes mañosas y tercas de… https://t.co/Uk4tlvCJGg"
lasillarota,"México, Distrito Federal",#Ojo Así puedes denunciar si eres víctima de discriminación por #covid19 en la #CDMX #IR https://t.co/fIkw5sHWom
FifarmaLatam,,Entérese de los cuidados y las recomendaciones por la @worldheartfed que lo ayudarán en la cuarentena para evitar s… https://t.co/ArUuj38oXe
moploslagos,Puerto Montt,"Ahora 👉🏼 seremi @jamesfrycarey sostiene Video Conferencia con servicios gubernamentales y la academia, para analiza… https://t.co/zV1DXgmsS0"
Callejontertuli,"Caracas, Venezuela","https://t.co/DhV2YC3xgF

#COVID19 #EnVivo #15Abril #UnTertulianoMás Es de requerir de forma urgente tu apoyo… https://t.co/MU60UVWX1G"
YoSebasOsorio,"Bogotá, Colombia",Las #ARL afiliadas a @FasecoldaOficia informan que entregarán 19 millones 896 mil elementos de protección a trabaja… https://t.co/rFMV9SLsol
tiofilosme,Kanasin city ,"Jajaja cuanta razón, pero ahora miedo solo a los medios que existen para desinformar actualmente, esos de queberian… https://t.co/kBWPKOfHL2"
hispanopost,"Caracas, Venezuela","📹  Conoce a Jorge Martínez, un niño mexicano que fabrica máscaras protectoras y las dona a los médicos 

Vía… https://t.co/j2Leusrwzu"
corralmunar,Palma (IB),"Los psiquiatras, que vayan haciendo ejercicios de calentamiento. #confinamiento #spanishlockdown 
#LaPeñaEstaFatal… https://t.co/jfNBZVyDN7"
Juliof_Artillo,"Comunidad Valenciana, España","Para vencer una enfermedad, se empieza por un buen diagnóstico. España está gravemente enferma de estulticia y ruin… https://t.co/dicoCXytrA"
Nelson_nica,"Panama City, Panama","Pasado el #COVID19 regresar la humanidad a la tierra será clave para las relaciones sociales, profesionales y perso… https://t.co/foX6AC8EIb"
Bienestar_Pue,,"#Urgente | En caso de que presentes síntomas 🤒🤧 o hayas estado en contacto con alguien que tenga #COVID19 👑 🦠,es ne… https://t.co/ebi1F5Yqxy"
LaQuintaValpo,"Valparaíso, Chile","Trabajadores del tradicional Cinzano de Valparaíso protestan por no pago de sueldos y cotizaciones impagas, por lo… https://t.co/1hyI9kaSoi"
contraloriamich,Benito Juarez 127 Morelia,"Ante la contingencia sanitaria provocada por el #COVID19, quédate en casa el mayor tiempo posible y evita exponerte… https://t.co/Plqj8AOO4f"
BibliotecaHUVN,Granada,#JuntosParaAyudarte Web con recursos sobre #COVID19 de la Biblioteca del #hospital_hvn con enlaces  directos a publ… https://t.co/5KumD8etVV
manuelernestopr,Puerto Rico,"“Yo necesito el Task Force. Segundo Rodríguez tiene mi apoyo”. Reacción del sec. @DeptSaludPR, Lorenzo González, qu… https://t.co/XKcCGc30Xm"
xandercamara,"Granada, Spain","#fotografia #photo El tráfico en época de coronavirus.
.
.
#Granada #España #Spain #Andalucia #militares #militars… https://t.co/Co1EjPZk4g"
Essal_Ayuda,Regiones Los Rios y Los Lagos,"Compártenos tu número de cuenta y teléfono celular al correo essal_ayuda@essal.cl 
Así te enviaremos un mensaje de… https://t.co/u0Z0eF4Okc"
RedMasNoticias,Colombia,"#Justicia | El Centro Policlínico del Olaya, representado por el abogado Francisco Bernate, interpuso una denuncia… https://t.co/LD4UpUHR7S"
telediario,Ciudad de México,🔴 #TelediarioCercaDeTi colocan cintas de precaución en el parque Pushkin como medida preventiva ante la contingenci… https://t.co/zT5n9M84yu
gzmanpelao,,Política mundial genocida #COVID19 https://t.co/1c2nWF2K5i
Santamambisa,La Habana,"@realDonaldTrump suspende financiamiento a la @opsoms en medio de la pandemia #COVID19
#CubaSalvaVidas
#15Abril… https://t.co/aYNx33PK4F"
_icarlita_,,"Mis cuatros estados en cuarentena.
#COVID19 #cumartesi https://t.co/TJH97ld5RT"
cov1911,,Hugo Monroy ministro de salud pública y asistencia social de #Guatemala dijo que #EstadosUnidos se había convertido… https://t.co/gVs4uHtaQ4
Per_ElJurista,,RECLUSOS DE LA PICOTA SE DECLARAN EN HUELGA DE HAMBRE INDEFINIDA #País #Carcellapicota #reclusos #Carta #Covid19… https://t.co/35Hq8zdtMG
jsconsultor,España - Extremadura - Badajoz,Como plan para después del confinamiento tras el #COVID19 os propongo visitar la #Alcazaba más grande de #Europa en… https://t.co/0vXFY4nJed
luckyalfred,,"El movilero de @A24COM en el@programa de Mauro, relata el viaje de un Airbus a China como si fuera el desembarco de… https://t.co/4YhsM2v0Zm"
lamula,,"#Covid19 #Minsa 
En su comunicado, el Minsa indicó que al 15 de abril se han procesado muestras para 109 385 person… https://t.co/2dOSWAAoHN"
wef_es,,"Cómo reconstruir mejor después de #COVID19 @mendiluce
https://t.co/2El1MFi6A6 https://t.co/xDmp73z1Jx"
ecotalvora,Caracas - Venezuela,cifras oficiales d #COVID19 en #Brasil al 15ABR20: 28.320 casos confirmados y 1.736 fallecidos... Sorprende la cant… https://t.co/dsqcbBxtPH
abyssum_,"Alicante, España","Desde luego que estos temas son un bálsamo cerebral con tanto bombardeo de #covid19 

👇🏻😌👇🏻
#theHum… https://t.co/srleBNiMFt"
info_opinion,"Guadalajara, Jalisco","¡Miren, seguro la #CFE viene a anunciar las medidas con las que va a apoyar a los mexicanos durante la contingencia… https://t.co/II9X0F6Xsu"
ConnectasOrg,América,#Cuba Hoy día la Isla acumula 814 casos de #COVID19. Una de las poblaciones más vulnerables son los habitantes de c… https://t.co/uaAGfMfukM
Voladorhuellero,Santo Domingo Ecuador,#QueremosLaVerdad  a quien se benefició mientras la gente moría.. #GobiernoCriminal #GENOCIDIOVIRALE #COVID19… https://t.co/BovP9JsLZS
deespgamlp,Bolivia,El #DistanciamientoSocial es una manera esencial para disminuir la propagación del #Covid19 en el municipio; y es u… https://t.co/s03yawPS9H
JgEcuador,Portoviejo-Manabi-Ecuador,"Manabí 227 casos 33 fallecidos,Montecristi 6 casos
Ecuador 7.858 casos,también reporta 388 fallecidos y otros 582 f… https://t.co/e3GQap03bs"
sonoraazul1,,GESTIÓN OPORTUNA DE @rynram en la #mananera quien demostró mas fuerza de gestión que la misma alcaldesa… https://t.co/DG1ZTveMyp
sergio04102002,"Badalona, España","Quédate en casa, quieres? #bioshock #COVID19"
LaChioFranco,Distrito Federal,"Excelente video! #COVID19 
Protegerte es sumamente importante! Aunque te recuerdo, si no tienes que salir… https://t.co/Kx8pteyG0H"
kolectiVOZ,Ecuador,"PARA LEER | ""NO ES LA HORA DE LOS PRIVADOS"". Artículo de Xavier Lasso.
Léelo AQUÍ 👉https://t.co/FXTj7AwgXc
#COVID19… https://t.co/EeGSWzVm7G"
dplatinoamerica,"Montevideo, Uruguay",¿Podría caer @jairbolsonaro por la crisis del #COVID19? Escribe @antmariano 🇧🇷 👉 https://t.co/a1Ze1r90m7 https://t.co/8EEV2FbAUd
LaRazon_Bolivia,La Paz - Bolivia,"Dan el alta médica al primer paciente por #COVID19 en #LaPaz
https://t.co/AJ13YRSI7m https://t.co/adxLNjZBKF"
SantanderCuba,,"Continuaremos en esta batalla, el pueblo de #Cuba enfrenta la #COVID19, es importante crecer el autoconsumo y produ… https://t.co/GJvSUlPKbf"
leprincelorang1,Martinique🇲🇶 Antilles,#EraDigital debemos aceptar que el ser humano es alguien que flota insensible a #COVID19 #HombreDigital… https://t.co/sG4jaHGsYZ
TlalpanConscien,Tlalpan D.F.,Así avanza el #covid19 en las #alcaldias de la #cdmx🇲🇽 https://t.co/5WgEjQPNrk
nuevospapeles,Argentina,Empresa de Trump despide a 560 empleados de hotel y golf en Miami https://t.co/DTutH77rhE #COVID19 #Trump 🇺🇸 https://t.co/hbnUlyTgPR
OmarAlfonsoPR,Puerto Rico,"El distanciamiento físico deberá implementarse de manera intermitente hasta el 2022, ya que podría haber resurgimie… https://t.co/CGoZ6lmu8u"
PsiVillaverde,"Madrid, Spain",Os animo a probar la terapia online. Igual que estamos viendo en redes como se dedica un espacio a la actividad fís… https://t.co/u9kTkaxKhs
fran_mena,"Santiago, Chile","Sres. @SeremiSaludRM  ¿Hay antecedentes o instructivos ante manejo de pacientes fallecidos por #COVID19 ?
Varios al… https://t.co/uJ7je7ZaJW"
Analisis71,,"@SantanderMx Que pena que los usuarios que tienen deuda en tarjeta, este banco les dice que tienen que pagar, solo… https://t.co/W4kcBf5tOq"
leobardorj,Puebla,⚡️ La tarde de ayer se publicó el decreto por el cual el uso de cubrebocas en espacios públicos en todo el estado d… https://t.co/EFgTSXDKYL
diariobasta,,"La Jefa de Gobierno, Claudia Sheinbaum, manifestó la importancia de que los habitantes de la ZMVM se mantengan en c… https://t.co/2enFb1lMN3"
Ciezaenlared,,Se mantiene la cifra de infectados por #COVID19 en #Cieza https://t.co/KfxqEvDcyC https://t.co/GvuDA7AIhS
PdPagina,México,"#AlianzadeMedios | “Las familias dependen de las remesas y eso nos tiene muy preocupados"" dice Esteban Estévez, mig… https://t.co/dOVIqaMkRG"
Resonanciaok,"Puebla, México","🚨📢|Estas personas recibirán el apoyo de #25MilPesos del #Gobierno por #COVID19.

https://t.co/sRK8a3bl9B https://t.co/OiNHmdXbi8"
LaNocheNTN24,,"#Actualización en @LaNocheNTN24 | Brasil hoy tiene 28.320 personas contagiadas, con 1.736 muertos por el #COVID19 |… https://t.co/yLJg0rIjiw"
felocarril,"Santiago, Chile","Tasa de Exámenes PCR positivos de #COVID19 el día 14/04 por región (Fuente https://t.co/4ZNK2Dm2aL):
Arica 0.17
Ant… https://t.co/bcOSc7vsMC"
ReporteraDaisy,"Victoria, Tamaulipas",@ingepolitecnico @HectorVillarri @TamaulipasSalud @DraGloriaMolina @CoeprisTam @elmercuriotam @AVSmercurio… https://t.co/VKJLry1ZM1
fran_mena,"Santiago, Chile","Sr. @jmanalich  ¿Hay antecedentes o instructivos ante manejo de pacientes fallecidos por #COVID19 ?
Varios alumnos… https://t.co/lVOoORi32k"
paularuiz87,,@SanEmpresas_es No quiero otro ICO! Quiero que permitais aplazar las cuotas del que ya tengo. Y no quiero hablarlo… https://t.co/UvXxcsvGB7
jonasattilus,"New Jersey, USA","ACTUALIZACIÓN: estamos reportando 2,625 casos positivos adicionales de #COVID19. un total de 71,030 New Jerseyanos… https://t.co/AHcfzlCBxm"
charlesalcalde,Madrid,"Este artículo le ha costado el puesto a @CesarCalderon. Hay que compartirlo más y retuitearlo. 
#censura… https://t.co/73awv6XQcT"
cruzrojadelhgo,"Pachuca, Hgo. ",Enfermeras y enfermeros de Cruz Roja Mexicana cuentan con las debidas medidas de prevención para atender con eficac… https://t.co/lkgb0oohy5
OscarSalguero,A pale blue dot called Earth.,"¡#DontTestDonTell NO FUNCIONA (solo vean USA y China)!
Test, test, test y transparencia SI FUNCIONA (vean South Kor… https://t.co/7IrkGno1Qz"
KarlaGu43577535,,#COVID19 vamos a cuidarnos para que ya no dure mucho https://t.co/Q5BawgohTZ
BauzaOficial,"Poza Rica de Hidalgo, Veracruz","#pozarica Por mayoría, en sesión de cabildo, el Ayuntamiento de Poza Rica aprobó que las siguientes sesiones de cab… https://t.co/5rQY6C9mnG"
lorenamendezd,,#JustoAhora En #Comalcalco  se realiza nuevamente la limpieza de la Central Camionera para reducir riesgo de contag… https://t.co/l5NvTMH1oJ
Analisis71,,"@SantanderMx @cmarmolejomx Que pena que los usuarios que tienen deuda en tarjeta, este banco les dice que tienen qu… https://t.co/UuHK5jcYVy"
NlCovid,,#Defunciones en #NuevoLeon de #coronavirus #COVID19  al día de hoy 15 de abril 2020 https://t.co/VcHm9NsgMe
fran_mena,"Santiago, Chile","Señores @ministeriosalud  ¿Hay antecedentes o instructivos ante manejo de pacientes fallecidos por #COVID19 ?
Vario… https://t.co/dIxoe1kCBS"
teleSURColombia,Bogotá,Video: Critican al gobierno colombiano por decreto de emergencia carcelaria https://t.co/DN2CEvMFr0 #Covid19
durolandia,"Extremadura, Spain","#QuedateEnCasa para ayudar a frenar la presión en los hospitales 🚑 por la #PandemiaMundial del #COVID19, y particip… https://t.co/8bGx0iLfwC"
RENEACUNA,,"#DiaMundialDelArte

☣️ Los muertos en #Italia por #COVID19 alcanzaron los 21 mil 645, con 578 en las últimas 24 hor… https://t.co/ydrA8i8Dwu"
salfonsoz,Barcelona,La gestión emocional es fundamental en las patologías #Imid y más si a ello se suma la situacional social por la qu… https://t.co/1r8HcxFB5b
Lambs_Assassin,,El presidente de Zimbabue amenaza con 20 años de cárcel al autor de una noticia falsa relacionada con el #COVID19.… https://t.co/dMlv8E0rJR
Victorvergara7,Caracas y Quito,Que el #COVID19 no nos haga olvidar tan rápidamente otras actuales tragedias mundiales como el cambio climático o l… https://t.co/HHLC4jMCL3
pitupitarch,Barcelona,El sistema está nervioso por volver a ponerse en marcha. Señal inequívoca de que nada va a cambiar. Pues de ahí al… https://t.co/MmNBWT2lA9
abi_bolivia,Bolivia,#ABI #Sucre: El Tribunal Departamental de Justicia informó que se habilitarán ventanillas para el pago de asistenci… https://t.co/K2vudSszGr
FPtaxiMadrid,www.tele-taxi.es,"Hoy en @salvameoficial se ha reconocido la importante labor solidaria del taxi en la lucha contra el #COVID19 

Gra… https://t.co/gSCjCSqsW7"
Demojusticia,"Buenos Aires, Argentina",PROVINCIA DE CÓRDOBA-COVID-19: El Poder Judicial decide extender el receso judicial extraordinario hasta el 26 de a… https://t.co/MljZy05lpu
NiMasNiMenosOK,"Rosario, Argentina",#ATENCION #Vacunas #COVID19 Informamos cronograma para vacunación de #IAPOS @GobSantaFe https://t.co/GuMq97GX4Z
AyuaxRB,Las Palmas de Gran Canaria,mi cara cuando #DonaldTrump  habla y encima da lecciones de como gestionar el #COVID19 https://t.co/msTEhEJrAj
AnibalTVPTY,International ,#meduca @NitoCortizo @AlvaroAlvaradoC Ministra de educación suspende clases a escuelas particulares y oficiales baj… https://t.co/aIhEnmKswi
hurtadosamuel,"Mérida, Venezuela","#CiudadEnCuarentena [2] Av. Las Américas, a la altura del Núcleo Universitario La Liria de la @ULA_Venezuela. Mérid… https://t.co/rzW44qsvya"
dani370z,"Castilla y León, España","¿¿¿¿Soy yo o hay una cantidad descomunal de insectos ahí fuera esta primavera????

#COVID19 #coronaeffects"
Andres27Jose,Venezuela,"Protestan en #carvajal Eso #trujillo, los ciudadanos exclaman que no tienen agua desde hace 15 días, Como se evita… https://t.co/yegfTwUgBL"
Alejopais,,@YosoyLibre6 @_anapastor_ Perdón? No sabe lo que significa esa palabra. #VivaEspaña #COVID19 #GobiernoDimision
MiradasdeCuba,La Habana,"#urgente 

 Médicos #cubanos llegarán a #Honduras en las próximas horas, con el Interferón ALFA 2B, para combatir l… https://t.co/LUHk4STBdN"
cubacooperaveNE,Nueva Esparta,Brigada Médica Cubana en Nueva Esparta: ayudando a la población venezolana en la pandemia del virus con la prevenci… https://t.co/MoxJ6As3Lf
elespanolcom,Madrid,#Netflix pondrá un millón de euros para ayudar a los profesionales del sector #audiovisual en esta crisis https://t.co/qospjq0TS7 #COVID19
fronteravivanew,Colombia,"#15Abr 🇪🇸 | 🦠😷
 Informe de casos #COVID19
📍177.644 Confirmados
📍70.853 Recuperados
📍18.708 Fallecidos
Fuente:… https://t.co/EYrP0zLVNz"
Camilo_torres__,Colombia,"Que reconocimientos ni que putas, de verdad tienen que esperar que mueran médicos para poder proveerles la dotación… https://t.co/mRVcxCmrOl"
adchradiohabana,La Habana,"#LaHabana, provincia con el mayor número de personas contagiadas por la #COVID19 en #Cuba desinfecta calles y aveni… https://t.co/iwhFDwGSxh"
Demografia_CSIC,"CCHS-CSIC Madrid, Spain","El @CSIC en el corazón científico de la lucha frente al #COVID19 

Luis Enjuanes @CNB_CSIC @CSIC en @telediario_tve… https://t.co/Y6nqPjcJrH"
SoyCarlos84,,"Nueva York lleva más de 10 mil muertos por #Covid19 y muchos de sus habitantes, en su mayoría inmigrantes, están pa… https://t.co/OaaWYGl66F"
perezv93,,Sufrimos dos pandemias... el #COVID19 y la estupidez humana https://t.co/Hl0pFZBaKQ
chusabeledo,,"Situaciones dramáticas como la del #covid19 saca lo mejor de unos y lo peor de los otros. 
No os amarguéis, siempre… https://t.co/g9MJpr3Gxd"
SeremiEcono2,Av. J. Miguel Carrera N° 1701,"En estos momentos, el Seremi @rnavta y DR @Sernatur_II @irinasalgadog conversan con distintos gremios turísticos de… https://t.co/hccXBgLMXO"
fran_mena,"Santiago, Chile","Hola @izkia @colmedchile ¿Hay antecedentes o instructivos ante manejo de pacientes fallecidos por #COVID19 ?
Varios… https://t.co/bspM44cC3f"
DDMexico,México,"#Covid19
Los (relativamente) pocos casos que hay en la #CDMX podrían crecer de manera exponencial tras la negativa… https://t.co/NDy1iMs9gG"
NatxoVillar,"Lugo, Galiza, Spain",La cadena Fox teme ser demandada porque una presentadora pudo ocultar intencionadamente la gravedad del #Covid19 pa… https://t.co/5oaCJn1EwT
SaludChiloe,Castro Chiloé  X Región,"En el Hospital de Ancud implementan medida para disminuir riesgo de contagios del #COVID19.
#PlanCoronavirus… https://t.co/E9YoRsxxkc"
ser_bola8,"Madrid, Comunidad de Madrid","Espero que  @El_Hormiguero no le pase lo mismo que a  @navedelmisterio por hablar del gobierno...
#COVID19 https://t.co/Xdvc6Kh1oH"
coatzaport,"Coatzacoalcos, Ver. México","Por el cuidado de tu familia y de todos, #QuédateEnCasaYa No son vacaciones. #COVID19 #CuarentenaNacional… https://t.co/PZu4LHKQ1k"
LuisAlberto3P,"Salamanca, España","#COVID19 Trabajaba en Puertollano, pero ha fallecido en la UCI del hospital de Ciudad Real. 
https://t.co/Cxfnxtq9Rc"
TestigoPurpura,,¿Cómo están funcionando los números de emergencia en casos de violencia contra las mujeres durante la pandemia? Est… https://t.co/LG0RJNKHBp
RachellyRene,,"@LaRazon_Bolivia Irresponsabilidad social. Contagiaron a un inocente, los revoltosos que no respetan la cuarentena,… https://t.co/IQut8G7LBa"
inocarec,"Guayaquil, Ecuador",#JuntosEcuador| Las @FFAAECUADOR trabajamos conjuntamente con otras instituciones para juntos vencer al #Covid19 https://t.co/j6UfXKwU1N
AlejandroAsat,"Tuxtla Gutierrez, Chiapas, Mex","Durante este confinamiento por #Covid19 han ocurrido dos cosas

1️⃣ Se han reducido notoriamente las botellas de mi… https://t.co/C0xHhnV8eg"
MaurizioLarraa1,"Pozoblanco, España",🤔 #COVID19 Mexico 🇲🇽 4/15 (Muestreo Oficial x Factor Ajuste @Worldometers) https://t.co/elKSgKbfUG
tykheideas,,"🗣️Adidas obtiene un préstamo respaldado por el gobierno de $ 3.3 mil millones, ya que advierte sobre el golpe de pa… https://t.co/kDYHC54hIv"
SERGIODUARTE_24,"Táchira, Venezuela","Se que por dentro tu quieres ❤🔥
#COVID19 #followme #TikTok @SERGIODUARTE_24 https://t.co/T0MlKj5vko"
Yearsof100,USA,Este es el momento en que el veterano del ejército Tom Moore llegó a £ 5 millones en su recaudación de fondos para… https://t.co/JXXOibEp1v
Jackelyn2808,"Seattle, WA","🚨5,802🚨casos reportados de #COVID19 con las actualizaciones de #NuevoLeón #Guanajuato y #BajaCalifornia. Se contabi… https://t.co/LqkN94iTbP"
pedroefm,Cuba,"Para los borrachos 👇😷, ya saben, no quieran escusar su vicio con el #COVID19 #VenezuelaBellaEnRevolución #Cuba… https://t.co/TjTv1IhvCk"
munvid,,"Cuantas generaciones  
Y no se han puesto a pensar que esta pasando en el mundo #Colombia 
#COVID19 #COVID #15Abril… https://t.co/6FuNPBP52o"
MarcoSarzuri5,,"No puedo creer que salve al mundo estando en mi casa . Y hasta me pagarán por ello 
#COVID19 #QuedateEnCasa"
L2322,"Carabobo, Venezuela",El tio @NetflixES concede dinero para trabajadores del sector audiovisual afectados por paralización de produccione… https://t.co/19ToQTJluG
EFEKEZE,"País Vasco, España","@Ugo_Mayor, investigador de @Ikerbasque asegura que su test #COVID19 19 tiene una fiabilidad muy superior a la de l… https://t.co/drCmJnMe35"
FedCogami_Lugo,"Lugo, España","As persoas que precisan tratamento de diálise teñen que acodir ao hospital, co conseguinte medo que implica. Dende… https://t.co/SUhZPyjxHa"
tribunadetodos,,#15Abr Cifras oficiales de #Ecuador confirman 388 muertes por #COVID19. El acumulado de casos llegó a 7.858. Adicio… https://t.co/pvbo8gYDUS
Satelitalplus,"Medellín, Colombia","Intenta no tocar nada; quítate los zapatos y la ropa en la entrada de tu casa; deja tu bolso, cartera, llaves en un… https://t.co/cJBT6SAj6W"
noroestemx,"Sinaloa, México","De acuerdo a revisión de @quintoelab, cuatro entidades del País y la CDMX se oponen a informar la evolución diaria… https://t.co/i6ONqM8InW"
ExpPolitica,México,"Los diputados condenaron las agresiones en contra del personal médico, durante esta pandemia de #CoViD19 🦠 https://t.co/TYsKu2SYxH"
SenadorTrujillo,"Antioquia, Colombia",#AEstaHora Iniciamos la plenaria virtual de @SenadoGovCo. Seguimos atentos a que las ayudas que el Gobierno Naciona… https://t.co/i5xfUqCr5a
Mood_Prod,Ciudad Autónoma de Buenos Aires,"Conocé las iniciativas de @GIS_AEROTERRA para mitigar los efectos del Covid-19.

Plataforma para derivación de paci… https://t.co/AQggBAI8ap"
EdnaJaramillotv,Panamá,"Manejo del autismo en cuarentena: Dabaiba de Nilipour, presidenta de @fundasoycapaz nos brinda recomendaciones.… https://t.co/6YyPML2dVJ"
elchileronews,,Registra #Chihuahua rápido ascenso de casos de #COVID19 https://t.co/eOUpNPHBb0 https://t.co/sFKDQpuReK
periodico15,"Bucaramanga, Colombia",#TwitterCrónica15 @OPSOMS_Col La duración del virus en el cuerpo también cambia. El #Covid19 puede durar de 7 a 25… https://t.co/IPZmo6uC6t
